"pb","bio1","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19"
"5",262.375,92.4166666666667,74.5295698924731,776.976950635076,328,204,124,262.666666666667,267.5,273,254.666666666667,2100,351,15,77.7981045970148,982,59,169,258
"5",261.208333333333,92.4166666666667,74.5295698924731,769.432592987531,327,203,124,261.166666666667,266.5,271.833333333333,253.666666666667,2110,353,15,77.5608406923173,985,60,169,262
"4",253.958333333333,75.4166666666667,71.1477987421384,861.673407159616,307,201,106,257.666666666667,252.333333333333,262.5,245.333333333333,3392,544,55,58.3382763982705,1525,223,846,568
"4",252.625,75.5833333333333,71.984126984127,852.836177383761,305,200,105,256.166666666667,251.166666666667,261,244.166666666667,3467,557,56,57.916219498877,1553,230,861,585
"4",254.125,74.75,70.5188679245283,887.315922011177,307,201,106,258.166666666667,252.333333333333,262.833333333333,245.333333333333,3385,543,56,58.2654969697722,1522,224,845,569
"4",254.208333333333,75.0833333333333,70.8333333333333,870.0727068191,307,201,106,258.166666666667,252.333333333333,262.666666666667,245.5,3582,584,59,57.7401246468855,1608,241,891,613
"4",259.291666666667,77.75,71.3302752293578,822.539950213343,316,207,109,263.5,260.5,268,250.5,2698,430,59,61.0109167664411,1230,187,696,407
"4",258.833333333333,76.6666666666667,70.9876543209877,852.0919000088,314,206,108,263.333333333333,259.833333333333,268,249.833333333333,2731,428,59,60.7944408711154,1231,187,705,411
"4",260.083333333333,75.8333333333333,70.8722741433022,853.823841032301,315,208,107,264.666666666667,261.166666666667,269.5,251.333333333333,2782,440,58,60.6079786511712,1245,189,719,422
"4",259.666666666667,75.5,70.5607476635514,841.35532795531,314,207,107,264.333333333333,260.5,268.166666666667,251,2783,442,57,60.8690324684961,1245,186,717,421
"3",251.583333333333,98.3333333333333,72.3039215686274,970.199916918095,321,185,136,254.5,251.166666666667,261.833333333333,241.666666666667,2847,465,47,66.9349409932109,1342,157,714,385
"3",250.208333333333,98.25,71.7153284671533,976.649730952554,320,183,137,253.333333333333,249.833333333333,260.666666666667,240.166666666667,2831,460,47,66.4108402318874,1328,157,707,386
"3",251.375,97.75,72.9477611940299,951.583608326858,320,186,134,254.333333333333,251.333333333333,261.166666666667,241.5,2759,447,46,65.9657373029793,1287,155,691,375
"3",230.791666666667,99.5833333333333,72.1618357487923,1015.21568092099,301,163,138,234.5,230.333333333333,242,220.166666666667,2541,383,45,61.1585062784579,1107,145,611,365
"3",252.5,97.1666666666667,71.9753086419753,962.713966772157,322,187,135,255.833333333333,251.833333333333,262.833333333333,242.666666666667,2810,459,47,66.0398484501677,1315,159,702,383
"3",228.041666666667,96.4166666666667,71.952736318408,984.760776980271,296,162,134,231.333333333333,228.166666666667,238.666666666667,218,2668,406,49,59.7358449335953,1164,162,640,396
"3",226.208333333333,95.9166666666667,72.1177944862155,959.274899772392,294,161,133,230,225.833333333333,236.5,215.833333333333,2651,403,50,59.1398788904732,1150,165,638,397
